beta_guilt,beta_loyalty,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.15,0.05,50,0,PARTNER_RESCUED,1,2,0
0.15,0.05,50,1,PARTNER_RESCUED,1,3,0
0.15,0.05,50,2,TIMEOUT,0,4,1
0.15,0.05,50,3,RESOURCE_TAKEN,0,5,1
0.15,0.05,50,4,PARTNER_RESCUED,1,6,0
0.15,0.05,50,5,TIMEOUT,0,7,2
0.15,0.05,50,6,TIMEOUT,0,8,2
0.15,0.05,50,7,TIMEOUT,0,9,0
0.15,0.05,50,8,TIMEOUT,0,10,2
0.15,0.05,50,9,TIMEOUT,0,11,1
0.15,0.05,51,0,TIMEOUT,0,2,1
0.15,0.05,51,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,51,2,PARTNER_RESCUED,1,4,0
0.15,0.05,51,3,TIMEOUT,0,5,2
0.15,0.05,51,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,51,5,TIMEOUT,0,7,0
0.15,0.05,51,6,TIMEOUT,0,8,0
0.15,0.05,51,7,TIMEOUT,0,9,0
0.15,0.05,51,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,51,9,PARTNER_RESCUED,1,11,0
0.15,0.05,52,0,PARTNER_RESCUED,1,2,0
0.15,0.05,52,1,TIMEOUT,0,3,0
0.15,0.05,52,2,TIMEOUT,0,4,0
0.15,0.05,52,3,TIMEOUT,0,5,0
0.15,0.05,52,4,TIMEOUT,0,6,0
0.15,0.05,52,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,52,6,PARTNER_RESCUED,1,8,0
0.15,0.05,52,7,TIMEOUT,0,9,0
0.15,0.05,52,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,52,9,PARTNER_RESCUED,1,11,0
0.15,0.05,53,0,TIMEOUT,0,2,1
0.15,0.05,53,1,TIMEOUT,0,3,0
0.15,0.05,53,2,TIMEOUT,0,4,0
0.15,0.05,53,3,TIMEOUT,0,5,1
0.15,0.05,53,4,TIMEOUT,0,6,1
0.15,0.05,53,5,RESOURCE_TAKEN,0,7,1
0.15,0.05,53,6,TIMEOUT,0,8,1
0.15,0.05,53,7,TIMEOUT,0,9,1
0.15,0.05,53,8,TIMEOUT,0,10,2
0.15,0.05,53,9,RESOURCE_TAKEN,0,11,2
0.15,0.05,54,0,PARTNER_RESCUED,1,2,0
0.15,0.05,54,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,54,2,PARTNER_RESCUED,1,4,0
0.15,0.05,54,3,PARTNER_RESCUED,1,5,0
0.15,0.05,54,4,TIMEOUT,0,6,1
0.15,0.05,54,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,54,6,PARTNER_RESCUED,1,8,0
0.15,0.05,54,7,TIMEOUT,0,9,1
0.15,0.05,54,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,54,9,PARTNER_RESCUED,1,11,0
0.15,0.05,55,0,PARTNER_RESCUED,1,2,0
0.15,0.05,55,1,TIMEOUT,0,3,1
0.15,0.05,55,2,TIMEOUT,0,4,1
0.15,0.05,55,3,TIMEOUT,0,5,1
0.15,0.05,55,4,TIMEOUT,0,6,0
0.15,0.05,55,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,55,6,PARTNER_RESCUED,1,8,0
0.15,0.05,55,7,TIMEOUT,0,9,0
0.15,0.05,55,8,TIMEOUT,0,10,1
0.15,0.05,55,9,TIMEOUT,0,11,1
0.15,0.05,56,0,PARTNER_RESCUED,1,2,0
0.15,0.05,56,1,TIMEOUT,0,3,2
0.15,0.05,56,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,56,3,PARTNER_RESCUED,1,5,0
0.15,0.05,56,4,TIMEOUT,0,6,0
0.15,0.05,56,5,TIMEOUT,0,7,0
0.15,0.05,56,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,56,7,PARTNER_RESCUED,1,9,0
0.15,0.05,56,8,TIMEOUT,0,10,2
0.15,0.05,56,9,TIMEOUT,0,11,0
0.15,0.05,57,0,TIMEOUT,0,2,0
0.15,0.05,57,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,57,2,PARTNER_RESCUED,1,4,0
0.15,0.05,57,3,TIMEOUT,0,5,3
0.15,0.05,57,4,TIMEOUT,0,6,2
0.15,0.05,57,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,57,6,PARTNER_RESCUED,1,8,0
0.15,0.05,57,7,TIMEOUT,0,9,2
0.15,0.05,57,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,57,9,PARTNER_RESCUED,1,11,0
0.15,0.05,58,0,PARTNER_RESCUED,1,2,0
0.15,0.05,58,1,TIMEOUT,0,3,0
0.15,0.05,58,2,TIMEOUT,0,4,0
0.15,0.05,58,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,58,4,PARTNER_RESCUED,1,6,0
0.15,0.05,58,5,PARTNER_RESCUED,1,7,0
0.15,0.05,58,6,TIMEOUT,0,8,2
0.15,0.05,58,7,TIMEOUT,0,9,1
0.15,0.05,58,8,TIMEOUT,0,10,1
0.15,0.05,58,9,TIMEOUT,0,11,0
0.15,0.05,59,0,PARTNER_RESCUED,1,2,0
0.15,0.05,59,1,TIMEOUT,0,3,2
0.15,0.05,59,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,59,3,PARTNER_RESCUED,1,5,0
0.15,0.05,59,4,TIMEOUT,0,6,0
0.15,0.05,59,5,TIMEOUT,0,7,1
0.15,0.05,59,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,59,7,PARTNER_RESCUED,1,9,0
0.15,0.05,59,8,TIMEOUT,0,10,2
0.15,0.05,59,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,60,0,PARTNER_RESCUED,1,2,0
0.15,0.05,60,1,TIMEOUT,0,3,3
0.15,0.05,60,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,60,3,PARTNER_RESCUED,1,5,0
0.15,0.05,60,4,TIMEOUT,0,6,2
0.15,0.05,60,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,60,6,PARTNER_RESCUED,1,8,0
0.15,0.05,60,7,TIMEOUT,0,9,2
0.15,0.05,60,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,60,9,TIMEOUT,0,11,1
0.15,0.05,61,0,TIMEOUT,0,2,1
0.15,0.05,61,1,TIMEOUT,0,3,1
0.15,0.05,61,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,61,3,PARTNER_RESCUED,1,5,0
0.15,0.05,61,4,TIMEOUT,0,6,1
0.15,0.05,61,5,TIMEOUT,0,7,2
0.15,0.05,61,6,TIMEOUT,0,8,0
0.15,0.05,61,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,61,8,TIMEOUT,0,10,1
0.15,0.05,61,9,TIMEOUT,0,11,1
0.15,0.05,62,0,PARTNER_RESCUED,1,2,0
0.15,0.05,62,1,TIMEOUT,0,3,1
0.15,0.05,62,2,TIMEOUT,0,4,2
0.15,0.05,62,3,TIMEOUT,0,5,0
0.15,0.05,62,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,62,5,PARTNER_RESCUED,1,7,0
0.15,0.05,62,6,PARTNER_RESCUED,1,8,0
0.15,0.05,62,7,TIMEOUT,0,9,2
0.15,0.05,62,8,TIMEOUT,0,10,2
0.15,0.05,62,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,63,0,PARTNER_RESCUED,1,2,0
0.15,0.05,63,1,TIMEOUT,0,3,2
0.15,0.05,63,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,63,3,PARTNER_RESCUED,1,5,0
0.15,0.05,63,4,TIMEOUT,0,6,0
0.15,0.05,63,5,TIMEOUT,0,7,0
0.15,0.05,63,6,TIMEOUT,0,8,0
0.15,0.05,63,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,63,8,PARTNER_RESCUED,1,10,0
0.15,0.05,63,9,TIMEOUT,0,11,1
0.15,0.05,64,0,TIMEOUT,0,2,1
0.15,0.05,64,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,64,2,TIMEOUT,0,4,1
0.15,0.05,64,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,64,4,TIMEOUT,0,6,1
0.15,0.05,64,5,RESOURCE_TAKEN,0,7,1
0.15,0.05,64,6,PARTNER_RESCUED,1,8,0
0.15,0.05,64,7,TIMEOUT,0,9,0
0.15,0.05,64,8,TIMEOUT,0,10,0
0.15,0.05,64,9,TIMEOUT,0,11,1
0.15,0.05,65,0,PARTNER_RESCUED,1,2,0
0.15,0.05,65,1,TIMEOUT,0,3,2
0.15,0.05,65,2,RESOURCE_TAKEN,0,4,2
0.15,0.05,65,3,PARTNER_RESCUED,1,5,0
0.15,0.05,65,4,TIMEOUT,0,6,2
0.15,0.05,65,5,TIMEOUT,0,7,2
0.15,0.05,65,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,65,7,PARTNER_RESCUED,1,9,0
0.15,0.05,65,8,TIMEOUT,0,10,0
0.15,0.05,65,9,TIMEOUT,0,11,0
0.15,0.05,66,0,TIMEOUT,0,2,0
0.15,0.05,66,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,66,2,TIMEOUT,0,4,0
0.15,0.05,66,3,TIMEOUT,0,5,1
0.15,0.05,66,4,RESOURCE_TAKEN,0,6,1
0.15,0.05,66,5,TIMEOUT,0,7,1
0.15,0.05,66,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,66,7,PARTNER_RESCUED,1,9,0
0.15,0.05,66,8,TIMEOUT,0,10,1
0.15,0.05,66,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,67,0,PARTNER_RESCUED,1,2,0
0.15,0.05,67,1,PARTNER_RESCUED,1,3,0
0.15,0.05,67,2,TIMEOUT,0,4,2
0.15,0.05,67,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,67,4,PARTNER_RESCUED,1,6,0
0.15,0.05,67,5,TIMEOUT,0,7,0
0.15,0.05,67,6,TIMEOUT,0,8,3
0.15,0.05,67,7,RESOURCE_TAKEN,0,9,1
0.15,0.05,67,8,PARTNER_RESCUED,1,10,0
0.15,0.05,67,9,PARTNER_RESCUED,1,11,0
0.15,0.05,68,0,TIMEOUT,0,2,1
0.15,0.05,68,1,TIMEOUT,0,3,1
0.15,0.05,68,2,TIMEOUT,0,4,0
0.15,0.05,68,3,TIMEOUT,0,5,0
0.15,0.05,68,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,68,5,PARTNER_RESCUED,1,7,0
0.15,0.05,68,6,TIMEOUT,0,8,2
0.15,0.05,68,7,TIMEOUT,0,9,2
0.15,0.05,68,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,68,9,PARTNER_RESCUED,1,11,0
0.15,0.05,69,0,PARTNER_RESCUED,1,2,0
0.15,0.05,69,1,TIMEOUT,0,3,2
0.15,0.05,69,2,RESOURCE_TAKEN,0,4,1
0.15,0.05,69,3,PARTNER_RESCUED,1,5,0
0.15,0.05,69,4,TIMEOUT,0,6,2
0.15,0.05,69,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,69,6,PARTNER_RESCUED,1,8,0
0.15,0.05,69,7,TIMEOUT,0,9,2
0.15,0.05,69,8,RESOURCE_TAKEN,0,10,1
0.15,0.05,69,9,TIMEOUT,0,11,1
0.15,0.05,70,0,PARTNER_RESCUED,1,2,0
0.15,0.05,70,1,TIMEOUT,0,3,0
0.15,0.05,70,2,TIMEOUT,0,4,1
0.15,0.05,70,3,RESOURCE_TAKEN,0,5,1
0.15,0.05,70,4,PARTNER_RESCUED,1,6,0
0.15,0.05,70,5,PARTNER_DEAD,0,7,0
0.15,0.05,70,6,PARTNER_RESCUED,1,8,0
0.15,0.05,70,7,TIMEOUT,0,9,2
0.15,0.05,70,8,TIMEOUT,0,10,1
0.15,0.05,70,9,TIMEOUT,0,11,0
0.15,0.05,71,0,PARTNER_RESCUED,1,2,0
0.15,0.05,71,1,PARTNER_RESCUED,1,3,0
0.15,0.05,71,2,TIMEOUT,0,4,2
0.15,0.05,71,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,71,4,PARTNER_RESCUED,1,6,0
0.15,0.05,71,5,TIMEOUT,0,7,0
0.15,0.05,71,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,71,7,TIMEOUT,0,9,1
0.15,0.05,71,8,TIMEOUT,0,10,0
0.15,0.05,71,9,TIMEOUT,0,11,0
0.15,0.05,72,0,PARTNER_RESCUED,1,2,0
0.15,0.05,72,1,TIMEOUT,0,3,0
0.15,0.05,72,2,RESOURCE_TAKEN,0,4,2
0.15,0.05,72,3,TIMEOUT,0,5,1
0.15,0.05,72,4,TIMEOUT,0,6,1
0.15,0.05,72,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,72,6,PARTNER_RESCUED,1,8,0
0.15,0.05,72,7,TIMEOUT,0,9,2
0.15,0.05,72,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,72,9,TIMEOUT,0,11,0
0.15,0.05,73,0,PARTNER_RESCUED,1,2,0
0.15,0.05,73,1,TIMEOUT,0,3,0
0.15,0.05,73,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,73,3,TIMEOUT,0,5,1
0.15,0.05,73,4,RESOURCE_TAKEN,0,6,1
0.15,0.05,73,5,PARTNER_RESCUED,1,7,0
0.15,0.05,73,6,TIMEOUT,0,8,1
0.15,0.05,73,7,TIMEOUT,0,9,1
0.15,0.05,73,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,73,9,PARTNER_RESCUED,1,11,0
0.15,0.05,74,0,PARTNER_RESCUED,1,2,0
0.15,0.05,74,1,TIMEOUT,0,3,0
0.15,0.05,74,2,TIMEOUT,0,4,0
0.15,0.05,74,3,TIMEOUT,0,5,1
0.15,0.05,74,4,TIMEOUT,0,6,1
0.15,0.05,74,5,TIMEOUT,0,7,0
0.15,0.05,74,6,RESOURCE_TAKEN,0,8,1
0.15,0.05,74,7,TIMEOUT,0,9,2
0.15,0.05,74,8,TIMEOUT,0,10,0
0.15,0.05,74,9,TIMEOUT,0,11,2
0.15,0.05,75,0,PARTNER_RESCUED,1,2,0
0.15,0.05,75,1,TIMEOUT,0,3,0
0.15,0.05,75,2,TIMEOUT,0,4,2
0.15,0.05,75,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,75,4,PARTNER_RESCUED,1,6,0
0.15,0.05,75,5,TIMEOUT,0,7,1
0.15,0.05,75,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,75,7,PARTNER_RESCUED,1,9,0
0.15,0.05,75,8,TIMEOUT,0,10,0
0.15,0.05,75,9,TIMEOUT,0,11,1
0.15,0.05,76,0,TIMEOUT,0,2,0
0.15,0.05,76,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,76,2,PARTNER_RESCUED,1,4,0
0.15,0.05,76,3,TIMEOUT,0,5,0
0.15,0.05,76,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,76,5,PARTNER_RESCUED,1,7,0
0.15,0.05,76,6,TIMEOUT,0,8,2
0.15,0.05,76,7,TIMEOUT,0,9,1
0.15,0.05,76,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,76,9,PARTNER_RESCUED,1,11,0
0.15,0.05,77,0,TIMEOUT,0,2,0
0.15,0.05,77,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,77,2,PARTNER_RESCUED,1,4,0
0.15,0.05,77,3,TIMEOUT,0,5,0
0.15,0.05,77,4,TIMEOUT,0,6,1
0.15,0.05,77,5,TIMEOUT,0,7,0
0.15,0.05,77,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,77,7,PARTNER_RESCUED,1,9,0
0.15,0.05,77,8,TIMEOUT,0,10,2
0.15,0.05,77,9,RESOURCE_TAKEN,0,11,2
0.15,0.05,78,0,PARTNER_RESCUED,1,2,0
0.15,0.05,78,1,TIMEOUT,0,3,0
0.15,0.05,78,2,TIMEOUT,0,4,1
0.15,0.05,78,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,78,4,PARTNER_RESCUED,1,6,0
0.15,0.05,78,5,TIMEOUT,0,7,1
0.15,0.05,78,6,TIMEOUT,0,8,0
0.15,0.05,78,7,TIMEOUT,0,9,0
0.15,0.05,78,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,78,9,PARTNER_RESCUED,1,11,0
0.15,0.05,79,0,PARTNER_RESCUED,1,2,0
0.15,0.05,79,1,TIMEOUT,0,3,0
0.15,0.05,79,2,RESOURCE_TAKEN,0,4,1
0.15,0.05,79,3,TIMEOUT,0,5,1
0.15,0.05,79,4,TIMEOUT,0,6,0
0.15,0.05,79,5,TIMEOUT,0,7,0
0.15,0.05,79,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,79,7,PARTNER_RESCUED,1,9,0
0.15,0.05,79,8,PARTNER_RESCUED,1,10,0
0.15,0.05,79,9,TIMEOUT,0,11,1
0.15,0.05,80,0,PARTNER_RESCUED,1,2,0
0.15,0.05,80,1,TIMEOUT,0,3,1
0.15,0.05,80,2,TIMEOUT,0,4,2
0.15,0.05,80,3,TIMEOUT,0,5,1
0.15,0.05,80,4,TIMEOUT,0,6,1
0.15,0.05,80,5,TIMEOUT,0,7,1
0.15,0.05,80,6,TIMEOUT,0,8,1
0.15,0.05,80,7,TIMEOUT,0,9,1
0.15,0.05,80,8,TIMEOUT,0,10,0
0.15,0.05,80,9,TIMEOUT,0,11,1
0.15,0.05,81,0,PARTNER_RESCUED,1,2,0
0.15,0.05,81,1,TIMEOUT,0,3,1
0.15,0.05,81,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,81,3,PARTNER_RESCUED,1,5,0
0.15,0.05,81,4,TIMEOUT,0,6,2
0.15,0.05,81,5,TIMEOUT,0,7,1
0.15,0.05,81,6,TIMEOUT,0,8,1
0.15,0.05,81,7,TIMEOUT,0,9,1
0.15,0.05,81,8,TIMEOUT,0,10,1
0.15,0.05,81,9,TIMEOUT,0,11,1
0.15,0.05,82,0,PARTNER_RESCUED,1,2,0
0.15,0.05,82,1,TIMEOUT,0,3,3
0.15,0.05,82,2,TIMEOUT,0,4,1
0.15,0.05,82,3,TIMEOUT,0,5,0
0.15,0.05,82,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,82,5,PARTNER_RESCUED,1,7,0
0.15,0.05,82,6,PARTNER_DEAD,0,8,0
0.15,0.05,82,7,TIMEOUT,0,9,1
0.15,0.05,82,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,82,9,PARTNER_RESCUED,1,11,0
0.15,0.05,83,0,PARTNER_RESCUED,1,2,0
0.15,0.05,83,1,TIMEOUT,0,3,0
0.15,0.05,83,2,TIMEOUT,0,4,0
0.15,0.05,83,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,83,4,PARTNER_RESCUED,1,6,0
0.15,0.05,83,5,PARTNER_RESCUED,1,7,0
0.15,0.05,83,6,PARTNER_RESCUED,1,8,0
0.15,0.05,83,7,TIMEOUT,0,9,1
0.15,0.05,83,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,83,9,PARTNER_RESCUED,1,11,0
0.15,0.05,84,0,PARTNER_RESCUED,1,2,0
0.15,0.05,84,1,TIMEOUT,0,3,3
0.15,0.05,84,2,TIMEOUT,0,4,0
0.15,0.05,84,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,84,4,PARTNER_RESCUED,1,6,0
0.15,0.05,84,5,TIMEOUT,0,7,1
0.15,0.05,84,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,84,7,PARTNER_RESCUED,1,9,0
0.15,0.05,84,8,TIMEOUT,0,10,2
0.15,0.05,84,9,TIMEOUT,0,11,1
0.15,0.05,85,0,PARTNER_RESCUED,1,2,0
0.15,0.05,85,1,TIMEOUT,0,3,2
0.15,0.05,85,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,85,3,PARTNER_RESCUED,1,5,0
0.15,0.05,85,4,TIMEOUT,0,6,0
0.15,0.05,85,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,85,6,PARTNER_RESCUED,1,8,0
0.15,0.05,85,7,TIMEOUT,0,9,1
0.15,0.05,85,8,TIMEOUT,0,10,2
0.15,0.05,85,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,86,0,PARTNER_RESCUED,1,2,0
0.15,0.05,86,1,TIMEOUT,0,3,2
0.15,0.05,86,2,TIMEOUT,0,4,1
0.15,0.05,86,3,RESOURCE_TAKEN,0,5,1
0.15,0.05,86,4,TIMEOUT,0,6,1
0.15,0.05,86,5,TIMEOUT,0,7,1
0.15,0.05,86,6,TIMEOUT,0,8,1
0.15,0.05,86,7,TIMEOUT,0,9,3
0.15,0.05,86,8,TIMEOUT,0,10,1
0.15,0.05,86,9,RESOURCE_TAKEN,0,11,1
0.15,0.05,87,0,PARTNER_RESCUED,1,2,0
0.15,0.05,87,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,87,2,TIMEOUT,0,4,1
0.15,0.05,87,3,TIMEOUT,0,5,2
0.15,0.05,87,4,TIMEOUT,0,6,0
0.15,0.05,87,5,TIMEOUT,0,7,3
0.15,0.05,87,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,87,7,TIMEOUT,0,9,2
0.15,0.05,87,8,TIMEOUT,0,10,1
0.15,0.05,87,9,TIMEOUT,0,11,1
0.15,0.05,88,0,TIMEOUT,0,2,1
0.15,0.05,88,1,TIMEOUT,0,3,1
0.15,0.05,88,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,88,3,PARTNER_RESCUED,1,5,0
0.15,0.05,88,4,TIMEOUT,0,6,1
0.15,0.05,88,5,TIMEOUT,0,7,1
0.15,0.05,88,6,TIMEOUT,0,8,0
0.15,0.05,88,7,TIMEOUT,0,9,0
0.15,0.05,88,8,TIMEOUT,0,10,1
0.15,0.05,88,9,TIMEOUT,0,11,0
0.15,0.05,89,0,PARTNER_RESCUED,1,2,0
0.15,0.05,89,1,TIMEOUT,0,3,0
0.15,0.05,89,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,89,3,PARTNER_RESCUED,1,5,0
0.15,0.05,89,4,TIMEOUT,0,6,3
0.15,0.05,89,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,89,6,PARTNER_RESCUED,1,8,0
0.15,0.05,89,7,TIMEOUT,0,9,2
0.15,0.05,89,8,TIMEOUT,0,10,2
0.15,0.05,89,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,90,0,PARTNER_RESCUED,1,2,0
0.15,0.05,90,1,TIMEOUT,0,3,0
0.15,0.05,90,2,TIMEOUT,0,4,1
0.15,0.05,90,3,TIMEOUT,0,5,0
0.15,0.05,90,4,TIMEOUT,0,6,1
0.15,0.05,90,5,TIMEOUT,0,7,3
0.15,0.05,90,6,TIMEOUT,0,8,0
0.15,0.05,90,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,90,8,PARTNER_RESCUED,1,10,0
0.15,0.05,90,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,91,0,TIMEOUT,0,2,1
0.15,0.05,91,1,TIMEOUT,0,3,1
0.15,0.05,91,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,91,3,PARTNER_RESCUED,1,5,0
0.15,0.05,91,4,TIMEOUT,0,6,2
0.15,0.05,91,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,91,6,PARTNER_RESCUED,1,8,0
0.15,0.05,91,7,TIMEOUT,0,9,1
0.15,0.05,91,8,RESOURCE_TAKEN,0,10,1
0.15,0.05,91,9,PARTNER_RESCUED,1,11,0
0.15,0.05,92,0,TIMEOUT,0,2,1
0.15,0.05,92,1,TIMEOUT,0,3,0
0.15,0.05,92,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,92,3,PARTNER_RESCUED,1,5,0
0.15,0.05,92,4,TIMEOUT,0,6,2
0.15,0.05,92,5,TIMEOUT,0,7,0
0.15,0.05,92,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,92,7,PARTNER_RESCUED,1,9,0
0.15,0.05,92,8,TIMEOUT,0,10,0
0.15,0.05,92,9,TIMEOUT,0,11,0
0.15,0.05,93,0,TIMEOUT,0,2,0
0.15,0.05,93,1,TIMEOUT,0,3,1
0.15,0.05,93,2,TIMEOUT,0,4,0
0.15,0.05,93,3,TIMEOUT,0,5,0
0.15,0.05,93,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,93,5,PARTNER_RESCUED,1,7,0
0.15,0.05,93,6,TIMEOUT,0,8,2
0.15,0.05,93,7,RESOURCE_TAKEN,0,9,1
0.15,0.05,93,8,PARTNER_RESCUED,1,10,0
0.15,0.05,93,9,TIMEOUT,0,11,1
0.15,0.05,94,0,PARTNER_RESCUED,1,2,0
0.15,0.05,94,1,TIMEOUT,0,3,2
0.15,0.05,94,2,TIMEOUT,0,4,1
0.15,0.05,94,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,94,4,PARTNER_RESCUED,1,6,0
0.15,0.05,94,5,TIMEOUT,0,7,2
0.15,0.05,94,6,TIMEOUT,0,8,2
0.15,0.05,94,7,TIMEOUT,0,9,0
0.15,0.05,94,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,94,9,PARTNER_RESCUED,1,11,0
0.15,0.05,95,0,PARTNER_RESCUED,1,2,0
0.15,0.05,95,1,TIMEOUT,0,3,1
0.15,0.05,95,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,95,3,PARTNER_RESCUED,1,5,0
0.15,0.05,95,4,TIMEOUT,0,6,2
0.15,0.05,95,5,TIMEOUT,0,7,2
0.15,0.05,95,6,RESOURCE_TAKEN,0,8,1
0.15,0.05,95,7,TIMEOUT,0,9,1
0.15,0.05,95,8,TIMEOUT,0,10,1
0.15,0.05,95,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,96,0,PARTNER_RESCUED,1,2,0
0.15,0.05,96,1,PARTNER_RESCUED,1,3,0
0.15,0.05,96,2,TIMEOUT,0,4,1
0.15,0.05,96,3,TIMEOUT,0,5,0
0.15,0.05,96,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,96,5,PARTNER_RESCUED,1,7,0
0.15,0.05,96,6,TIMEOUT,0,8,2
0.15,0.05,96,7,RESOURCE_TAKEN,0,9,1
0.15,0.05,96,8,PARTNER_RESCUED,1,10,0
0.15,0.05,96,9,PARTNER_RESCUED,1,11,0
0.15,0.05,97,0,PARTNER_RESCUED,1,2,0
0.15,0.05,97,1,TIMEOUT,0,3,0
0.15,0.05,97,2,TIMEOUT,0,4,0
0.15,0.05,97,3,TIMEOUT,0,5,1
0.15,0.05,97,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,97,5,PARTNER_RESCUED,1,7,0
0.15,0.05,97,6,TIMEOUT,0,8,2
0.15,0.05,97,7,TIMEOUT,0,9,2
0.15,0.05,97,8,TIMEOUT,0,10,2
0.15,0.05,97,9,TIMEOUT,0,11,3
0.15,0.05,98,0,PARTNER_RESCUED,1,2,0
0.15,0.05,98,1,TIMEOUT,0,3,0
0.15,0.05,98,2,TIMEOUT,0,4,1
0.15,0.05,98,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,98,4,PARTNER_RESCUED,1,6,0
0.15,0.05,98,5,TIMEOUT,0,7,2
0.15,0.05,98,6,TIMEOUT,0,8,1
0.15,0.05,98,7,TIMEOUT,0,9,0
0.15,0.05,98,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,98,9,PARTNER_RESCUED,1,11,0
0.15,0.05,99,0,TIMEOUT,0,2,0
0.15,0.05,99,1,TIMEOUT,0,3,0
0.15,0.05,99,2,TIMEOUT,0,4,2
0.15,0.05,99,3,TIMEOUT,0,5,1
0.15,0.05,99,4,TIMEOUT,0,6,1
0.15,0.05,99,5,TIMEOUT,0,7,2
0.15,0.05,99,6,TIMEOUT,0,8,1
